(initramfs) cat /dfs/dynamic_debug/control
# filename:lineno [module]function flags format
drivers/usb/host/ohci-hcd.c:286 [ohci_hcd]ohci_urb_enqueue =_ "iso underrun %p (%u+%u < %u)\012"
drivers/usb/host/ohci-hcd.c:1257 [ohci_hcd]ohci_hcd_mod_init =_ "%s: block sizes: ed %zd td %zd\0"
drivers/usb/host/ohci-pci.c:49 [ohci_pci]ohci_quirk_amd756 =_ "AMD756 erratum 4 workaround\012"
drivers/usb/host/ohci-pci.c:63 [ohci_pci]ohci_quirk_opti =_ "WARNING: OPTi workarounds unavailabl"
drivers/usb/host/ohci-pci.c:83 [ohci_pci]ohci_quirk_ns =_ "Using NSC SuperIO setup\012"
drivers/usb/host/ohci-pci.c:99 [ohci_pci]ohci_quirk_zfmicro =_ "enabled Compaq ZFMicro chipset qu"
drivers/usb/host/ohci-pci.c:146 [ohci_pci]ohci_quirk_nec =_ "enabled NEC chipset lost interrupt q"
drivers/usb/host/ohci-pci.c:161 [ohci_pci]ohci_quirk_amd700 =_ "enabled AMD prefetch quirk\012"
drivers/usb/host/ohci-pci.c:173 [ohci_pci]ohci_quirk_qemu =_ "enabled qemu quirk\012"
drivers/usb/host/uhci-q.c:1197 [uhci_hcd]uhci_result_common =_ "%s: failed with status %x\012"
drivers/usb/host/uhci-q.c:719 [uhci_hcd]uhci_release_bandwidth =_ "%s dev %d ep%02x-%s, period %d"
drivers/usb/host/uhci-pci.c:178 [uhci_hcd]uhci_pci_suspend =_ "%s\012"
drivers/usb/host/uhci-pci.c:215 [uhci_hcd]uhci_pci_resume =_ "%s\012"
drivers/usb/host/uhci-q.c:650 [uhci_hcd]uhci_check_bandwidth =_ "bandwidth allocation failed: per"
drivers/usb/host/uhci-q.c:686 [uhci_hcd]uhci_reserve_bandwidth =_ "%s dev %d ep%02x-%s, period %d"
drivers/usb/host/uhci-q.c:1323 [uhci_hcd]uhci_submit_isochronous =_ "iso underrun %p (%u+%u < %u)"
drivers/usb/host/uhci-hcd.c:417 [uhci_hcd]wakeup_rh =_ "%s%s\012"
drivers/usb/host/uhci-hcd.c:298 [uhci_hcd]suspend_rh =_ "%s%s\012"
drivers/usb/host/uhci-hub.c:311 [uhci_hcd]uhci_hub_control =_ "port %d portsc %04x,%02x\012"
drivers/usb/host/uhci-hcd.c:745 [uhci_hcd]uhci_rh_suspend =_ "suspend failed because a port is re"
drivers/usb/host/xhci.c:995 [xhci_hcd]xhci_suspend =_ "%s: stopping port polling.\012"
drivers/usb/host/xhci.c:1148 [xhci_hcd]xhci_resume =_ "Stop HCD\012"
drivers/usb/host/xhci.c:1155 [xhci_hcd]xhci_resume =_ "// Disabling event ring interrupts\012"
drivers/usb/host/xhci.c:1161 [xhci_hcd]xhci_resume =_ "cleaning up memory\012"
drivers/usb/host/xhci.c:1165 [xhci_hcd]xhci_resume =_ "xhci_stop completed - status = %x\012"
drivers/usb/host/xhci.c:1176 [xhci_hcd]xhci_resume =_ "Initialize the xhci_hcd\012"
drivers/usb/host/xhci.c:1182 [xhci_hcd]xhci_resume =_ "Start the primary HCD\012"
drivers/usb/host/xhci.c:1185 [xhci_hcd]xhci_resume =_ "Start the secondary HCD\012"
drivers/usb/host/xhci.c:1235 [xhci_hcd]xhci_resume =_ "%s: starting port polling.\012"
drivers/usb/host/xhci.c:3886 [xhci_hcd]xhci_alloc_dev =_ "FIXME: allocate a command ring segment\"
drivers/usb/host/xhci.c:5115 [xhci_hcd]xhci_gen_setup =_ "Resetting HCD\012"
drivers/usb/host/xhci.c:5120 [xhci_hcd]xhci_gen_setup =_ "Reset complete\012"
drivers/usb/host/xhci.c:5136 [xhci_hcd]xhci_gen_setup =_ "Enabling 64-bit DMA addresses.\012"
drivers/usb/host/xhci.c:5146 [xhci_hcd]xhci_gen_setup =_ "Enabling 32-bit DMA addresses.\012"
drivers/usb/host/xhci.c:5150 [xhci_hcd]xhci_gen_setup =_ "Calling HCD init\012"
drivers/usb/host/xhci.c:5155 [xhci_hcd]xhci_gen_setup =_ "Called HCD init\012"
drivers/usb/host/xhci.c:910 [xhci_hcd]xhci_disable_port_wake_on_bits =_ "disable wake bits port %"
drivers/usb/host/xhci.c:926 [xhci_hcd]xhci_disable_port_wake_on_bits =_ "disable wake bits port %"
drivers/usb/host/xhci.c:1466 [xhci_hcd]xhci_urb_enqueue =_ "urb submitted during PCI suspend\012"
drivers/usb/host/xhci.c:1509 [xhci_hcd]xhci_urb_enqueue =_ "Ep 0x%x: URB %p submitted for non-res"
drivers/usb/host/xhci.c:1333 [xhci_hcd]xhci_check_args =_ "xHCI %s called with invalid args\012"
drivers/usb/host/xhci.c:1337 [xhci_hcd]xhci_check_args =_ "xHCI %s called for root hub\012"
drivers/usb/host/xhci.c:1345 [xhci_hcd]xhci_check_args =_ "xHCI %s called with unaddressed device"
drivers/usb/host/xhci.c:1352 [xhci_hcd]xhci_check_args =_ "xHCI %s called with udev and virt_dev "
drivers/usb/host/xhci.c:3337 [xhci_hcd]xhci_alloc_streams =_ "Driver wants %u stream IDs (includi"
drivers/usb/host/xhci.c:3342 [xhci_hcd]xhci_alloc_streams =_ "xHCI controller does not support st"
drivers/usb/host/xhci.c:3393 [xhci_hcd]xhci_alloc_streams =_ "Need %u stream ctx entries for %u s"
drivers/usb/host/xhci.c:3444 [xhci_hcd]xhci_alloc_streams =_ "Slot %u ep ctx %u now has streams.\"
drivers/usb/host/xhci.c:3244 [xhci_hcd]xhci_calculate_streams_and_bitmask =_ "Ep 0x%x only suppor"
drivers/usb/host/xhci.c:3214 [xhci_hcd]xhci_calculate_streams_entries =_ "xHCI HW only supports %"
drivers/usb/host/xhci.c:1831 [xhci_hcd]xhci_add_endpoint =_ "xHCI %s - can't add slot or ep 0 %#x"
drivers/usb/host/xhci.c:1872 [xhci_hcd]xhci_add_endpoint =_ "%s - could not initialize ep %#x\012"
drivers/usb/host/xhci.c:1908 [xhci_hcd]xhci_add_endpoint =_ "add ep 0x%x, slot id %d, new drop fl"
drivers/usb/host/xhci.c:1735 [xhci_hcd]xhci_drop_endpoint =_ "%s called for udev %p\012"
drivers/usb/host/xhci.c:1739 [xhci_hcd]xhci_drop_endpoint =_ "xHCI %s - can't drop slot or ep 0 %"
drivers/usb/host/xhci.c:1784 [xhci_hcd]xhci_drop_endpoint =_ "drop ep 0x%x, slot id %d, new drop "
drivers/usb/host/xhci.c:2865 [xhci_hcd]xhci_check_bandwidth =_ "%s called for udev %p\012"
drivers/usb/host/xhci.c:2955 [xhci_hcd]xhci_reset_bandwidth =_ "%s called for udev %p\012"
drivers/usb/host/xhci.c:4006 [xhci_hcd]xhci_setup_device =_ "Slot already in default state\012"
drivers/usb/host/xhci.c:4953 [xhci_hcd]xhci_update_hub_device =_ "Could not allocate xHCI TT stru"
drivers/usb/host/xhci.c:4976 [xhci_hcd]xhci_update_hub_device =_ "xHCI version %x needs hub TT th"
drivers/usb/host/xhci.c:4994 [xhci_hcd]xhci_update_hub_device =_ "xHCI version %x doesn't need hu"
drivers/usb/host/xhci.c:5001 [xhci_hcd]xhci_update_hub_device =_ "Set up %s for hub device.\012"
drivers/usb/host/xhci.c:3628 [xhci_hcd]xhci_discover_or_reset_device =_ "The device to be reset w"
drivers/usb/host/xhci.c:3646 [xhci_hcd]xhci_discover_or_reset_device =_ "The device to be reset w"
drivers/usb/host/xhci.c:3662 [xhci_hcd]xhci_discover_or_reset_device =_ "Resetting device with sl"
drivers/usb/host/xhci.c:3671 [xhci_hcd]xhci_discover_or_reset_device =_ "Couldn't allocate comman"
drivers/usb/host/xhci.c:3680 [xhci_hcd]xhci_discover_or_reset_device =_ "FIXME: allocate a comman"
drivers/usb/host/xhci.c:3705 [xhci_hcd]xhci_discover_or_reset_device =_ "Can't reset device (slot"
drivers/usb/host/xhci.c:3706 [xhci_hcd]xhci_discover_or_reset_device =_ "Not freeing device rings"
drivers/usb/host/xhci.c:3711 [xhci_hcd]xhci_discover_or_reset_device =_ "Successful reset device "
drivers/usb/host/xhci.c:4323 [xhci_hcd]xhci_set_usb2_hardware_lpm =_ "%s port %d USB2 hardware LP"
drivers/usb/host/xhci.c:4777 [xhci_hcd]xhci_calculate_lpm_timeout =_ "Hub-initiated %s disabled a"
drivers/usb/host/xhci.c:4708 [xhci_hcd]xhci_check_intel_tier_policy =_ "Disabling U1 link state f"
drivers/usb/host/xhci.c:4710 [xhci_hcd]xhci_check_intel_tier_policy =_ "Plug device into first-ti"
drivers/usb/host/xhci.c:4548 [xhci_hcd]xhci_calculate_u1_timeout =_ "Disable U1, ESIT shorter tha"
drivers/usb/host/xhci.c:4572 [xhci_hcd]xhci_calculate_u1_timeout =_ "Hub-initiated U1 disabled du"
drivers/usb/host/xhci.c:4612 [xhci_hcd]xhci_calculate_u2_timeout =_ "Disable U2, ESIT shorter tha"
drivers/usb/host/xhci.c:4630 [xhci_hcd]xhci_calculate_u2_timeout =_ "Hub-initiated U2 disabled du"
drivers/usb/host/xhci.c:4485 [xhci_hcd]xhci_get_timeout_no_hub_lpm =_ "Device-initiated %s disabl"
drivers/usb/host/xhci.c:4489 [xhci_hcd]xhci_get_timeout_no_hub_lpm =_ "Device-initiated %s disabl"
drivers/usb/host/xhci-mem.c:626 [xhci_hcd]xhci_alloc_stream_info =_ "Allocating %u streams and %u"
drivers/usb/host/xhci-mem.c:628 [xhci_hcd]xhci_alloc_stream_info =_ "Command ring has no reserved"
drivers/usb/host/xhci-mem.c:686 [xhci_hcd]xhci_alloc_stream_info =_ "Setting stream %d ring ptr t"
drivers/usb/host/xhci-mem.c:994 [xhci_hcd]xhci_alloc_virt_device =_ "Slot %d output ctx = 0x%llx "
drivers/usb/host/xhci-mem.c:1002 [xhci_hcd]xhci_alloc_virt_device =_ "Slot %d input ctx = 0x%llx "
drivers/usb/host/xhci-mem.c:1023 [xhci_hcd]xhci_alloc_virt_device =_ "Set slot id %d dcbaa entry "
drivers/usb/host/xhci-mem.c:1136 [xhci_hcd]xhci_setup_addressable_virt_dev =_ "FIXME xHCI doesn't"
drivers/usb/host/xhci-mem.c:1154 [xhci_hcd]xhci_setup_addressable_virt_dev =_ "Set root hub portn"
drivers/usb/host/xhci-mem.c:1155 [xhci_hcd]xhci_setup_addressable_virt_dev =_ "Set fake root hub "
drivers/usb/host/xhci-mem.c:1194 [xhci_hcd]xhci_setup_addressable_virt_dev =_ "udev->tt = %p\012"
drivers/usb/host/xhci-mem.c:1195 [xhci_hcd]xhci_setup_addressable_virt_dev =_ "udev->ttport = 0x%"
drivers/usb/host/xhci-mem.c:815 [xhci_hcd]xhci_free_tt_info =_ "Bad real port.\012"
drivers/usb/host/xhci-mem.c:1262 [xhci_hcd]xhci_microframes_to_exponent =_ "ep %#x - rounding int"
drivers/usb/host/xhci-mem.c:949 [xhci_hcd]xhci_free_virt_devices_depth_first =_ "Bad vdev->real_p"
drivers/usb/host/xhci-mem.c:2083 [xhci_hcd]xhci_check_trb_in_td_math =_ "TRB math tests passed.\0"
drivers/usb/host/xhci-mem.c:2177 [xhci_hcd]xhci_add_in_port =_ "PSIV:%d PSIE:%d PLT:%d PFD:%d LP:"
drivers/usb/host/xhci-ring.c:282 [xhci_hcd]xhci_ring_cmd_db =_ "// Ding dong!\012"
drivers/usb/host/xhci-ring.c:954 [xhci_hcd]xhci_stop_endpoint_command_watchdog =_ "Stop EP timer "
drivers/usb/host/xhci-ring.c:1343 [xhci_hcd]xhci_handle_command_timeout =_ "Command timeout\012"
drivers/usb/host/xhci-ring.c:1350 [xhci_hcd]xhci_handle_command_timeout =_ "host removed, ring st"
drivers/usb/host/xhci-ring.c:1357 [xhci_hcd]xhci_handle_command_timeout =_ "Command timeout on st"
drivers/usb/host/xhci-ring.c:1852 [xhci_hcd]xhci_is_vendor_info_code =_ "Vendor defined info comp"
drivers/usb/host/xhci-ring.c:1853 [xhci_hcd]xhci_is_vendor_info_code =_ "Treating code as success"
drivers/usb/host/xhci-ring.c:2757 [xhci_hcd]xhci_irq =_ "xHCI dying, ignoring interrupt. Shouldn'"
drivers/usb/host/xhci-ring.c:345 [xhci_hcd]xhci_abort_cmd_ring =_ "Abort command ring\012"
drivers/usb/host/xhci-ring.c:378 [xhci_hcd]xhci_abort_cmd_ring =_ "No stop event for abort, ring "
drivers/usb/host/xhci-ring.c:318 [xhci_hcd]xhci_handle_stopped_cmd_ring =_ "Turn aborted command "
drivers/usb/host/xhci-ring.c:2691 [xhci_hcd]xhci_handle_event =_ "xHCI host dying, returning from"
drivers/usb/host/xhci-ring.c:1016 [xhci_hcd]update_ring_for_set_deq_completion =_ "Unable to find"
drivers/usb/host/xhci-ring.c:1272 [xhci_hcd]xhci_handle_cmd_reset_dev =_ "Completed reset device "
drivers/usb/host/xhci-ring.c:1595 [xhci_hcd]handle_port_status =_ "ignore port event for removed "
drivers/usb/host/xhci-ring.c:1606 [xhci_hcd]handle_port_status =_ "Port change event, %d-%d, id %"
drivers/usb/host/xhci-ring.c:1611 [xhci_hcd]handle_port_status =_ "resume root hub\012"
drivers/usb/host/xhci-ring.c:1619 [xhci_hcd]handle_port_status =_ "port resume event for port %d\"
drivers/usb/host/xhci-ring.c:1628 [xhci_hcd]handle_port_status =_ "remote wake SS port %d\012"
drivers/usb/host/xhci-ring.c:1642 [xhci_hcd]handle_port_status =_ "resume HS port %d\012"
drivers/usb/host/xhci-ring.c:1663 [xhci_hcd]handle_port_status =_ "resume SS port %d finished\012"
drivers/usb/host/xhci-ring.c:1722 [xhci_hcd]handle_port_status =_ "%s: starting port polling.\012"
drivers/usb/host/xhci-ring.c:2354 [xhci_hcd]handle_tx_event =_ "Stopped on Transfer TRB for slot "
drivers/usb/host/xhci-ring.c:2359 [xhci_hcd]handle_tx_event =_ "Stopped on No-op or Link TRB for "
drivers/usb/host/xhci-ring.c:2364 [xhci_hcd]handle_tx_event =_ "Stopped with short packet transfe"
drivers/usb/host/xhci-ring.c:2369 [xhci_hcd]handle_tx_event =_ "Stalled endpoint for slot %u ep %"
drivers/usb/host/xhci-ring.c:2376 [xhci_hcd]handle_tx_event =_ "Transfer error for slot %u ep %u "
drivers/usb/host/xhci-ring.c:2381 [xhci_hcd]handle_tx_event =_ "Babble error for slot %u ep %u on"
drivers/usb/host/xhci-ring.c:2414 [xhci_hcd]handle_tx_event =_ "underrun event on endpoint\012"
drivers/usb/host/xhci-ring.c:2419 [xhci_hcd]handle_tx_event =_ "Underrun Event for slot %d ep %d "
drivers/usb/host/xhci-ring.c:2422 [xhci_hcd]handle_tx_event =_ "overrun event on endpoint\012"
drivers/usb/host/xhci-ring.c:2427 [xhci_hcd]handle_tx_event =_ "Overrun Event for slot %d ep %d s"
drivers/usb/host/xhci-ring.c:2439 [xhci_hcd]handle_tx_event =_ "Miss service interval error for s"
drivers/usb/host/xhci-ring.c:2445 [xhci_hcd]handle_tx_event =_ "No Ping response error for slot %"
drivers/usb/host/xhci-ring.c:2489 [xhci_hcd]handle_tx_event =_ "td_list is empty while skip flag "
drivers/usb/host/xhci-ring.c:2498 [xhci_hcd]handle_tx_event =_ "All tds on the ep_ring skipped. C"
drivers/usb/host/xhci-ring.c:2559 [xhci_hcd]handle_tx_event =_ "Found td. Clear skip flag for slo"
drivers/usb/host/xhci-ring.c:1894 [xhci_hcd]xhci_td_cleanup =_ "Giveback URB %p, len = %d, expect"
drivers/usb/host/xhci-ring.c:2034 [xhci_hcd]process_ctrl_td =_ "TRB error %u, halted endpoint ind"
drivers/usb/host/xhci-ring.c:2057 [xhci_hcd]process_ctrl_td =_ "Waiting for status stage event\01"
drivers/usb/host/xhci-ring.c:2215 [xhci_hcd]process_bulk_intr_td =_ "ep %#x - asked for %d bytes,"
drivers/usb/host/xhci-ring.c:2222 [xhci_hcd]process_bulk_intr_td =_ "ep %#x - asked for %d bytes,"
drivers/usb/host/xhci-ring.c:1522 [xhci_hcd]handle_device_notification =_ "Device Wake Notificati"
drivers/usb/host/xhci-ring.c:1503 [xhci_hcd]handle_vendor_event =_ "Vendor specific event TRB typ"
drivers/usb/host/xhci-ring.c:3054 [xhci_hcd]check_interval =_ "Driver uses different interval (%d"
drivers/usb/host/xhci-ring.c:2929 [xhci_hcd]prepare_transfer =_ "Can't prepare ring for bad strea"
drivers/usb/host/xhci-ring.c:3144 [xhci_hcd]xhci_align_td =_ "Unaligned %d bytes, buff len %d\012"
drivers/usb/host/xhci-ring.c:3149 [xhci_hcd]xhci_align_td =_ "split align, new buff len %d\012"
drivers/usb/host/xhci-ring.c:3187 [xhci_hcd]xhci_align_td =_ "Bounce align, new buff len %d\012"
drivers/usb/host/xhci-ring.c:2853 [xhci_hcd]prepare_ring =_ "WARN halted endpoint, queueing URB a"
drivers/usb/host/xhci-ring.c:3650 [xhci_hcd]xhci_queue_isoc_tx =_ "Isoc URB with zero packets?\01"
drivers/usb/host/xhci-ring.c:3589 [xhci_hcd]xhci_get_isoc_frame_id =_ "%s: index %d, reg 0x%x sta"
drivers/usb/host/xhci-ring.c:3916 [xhci_hcd]queue_command =_ "xHCI dying or halted, can't queue_c"
drivers/usb/host/xhci-hub.c:683 [xhci_hcd]xhci_set_link_state =_ "Set port %d-%d link state, port"
drivers/usb/host/xhci-hub.c:1105 [xhci_hcd]xhci_hub_control =_ "Wrong hub descriptor type for USB"
drivers/usb/host/xhci-hub.c:1138 [xhci_hcd]xhci_hub_control =_ "Get port status %d-%d read: 0x%x,"
drivers/usb/host/xhci-hub.c:1223 [xhci_hcd]xhci_hub_control =_ "Disable port %d\012"
drivers/usb/host/xhci-hub.c:1239 [xhci_hcd]xhci_hub_control =_ "Enable port %d\012"
drivers/usb/host/xhci-hub.c:1262 [xhci_hcd]xhci_hub_control =_ "CTC flag is 0, port already suppo"
drivers/usb/host/xhci-hub.c:1272 [xhci_hcd]xhci_hub_control =_ "Enable compliance mode transition"
drivers/usb/host/xhci-hub.c:1327 [xhci_hcd]xhci_hub_control =_ "set port reset, actual port %d st"
drivers/usb/host/xhci-hub.c:1335 [xhci_hcd]xhci_hub_control =_ "set port remote wake mask, actual"
drivers/usb/host/xhci-hub.c:1388 [xhci_hcd]xhci_hub_control =_ "clear USB_PORT_FEAT_SUSPEND\012"
drivers/usb/host/xhci-hub.c:1389 [xhci_hcd]xhci_hub_control =_ "PORTSC %04x\012"
drivers/usb/host/xhci-hub.c:1413 [xhci_hcd]xhci_hub_control =_ "slot_id is zero\012"
drivers/usb/host/xhci-hub.c:1514 [xhci_hcd]xhci_hub_status_data =_ "%s: stopping port polling.\01"
drivers/usb/host/xhci-hub.c:1546 [xhci_hcd]xhci_bus_suspend =_ "suspend failed because a port is "
drivers/usb/host/xhci-hub.c:1574 [xhci_hcd]xhci_bus_suspend =_ "port %d polling in bus suspend, w"
drivers/usb/host/xhci-hub.c:1582 [xhci_hcd]xhci_bus_suspend =_ "Bus suspend bailout, port connect"
drivers/usb/host/xhci-hub.c:1585 [xhci_hcd]xhci_bus_suspend =_ "port %d not suspended\012"
drivers/usb/host/xhci-hub.c:1715 [xhci_hcd]xhci_bus_resume =_ "reset stuck port %d\012"
drivers/usb/host/xhci-hub.c:853 [xhci_hcd]xhci_handle_usb2_port_link_resume =_ "resume USB2 port "
drivers/usb/host/xhci-hub.c:873 [xhci_hcd]xhci_handle_usb2_port_link_resume =_ "slot_id is zero\0"
drivers/usb/host/xhci-hub.c:571 [xhci_hcd]xhci_set_port_power =_ "set port power %d-%d %s, portsc"
drivers/usb/host/xhci-hub.c:615 [xhci_hcd]xhci_enter_test_mode =_ "Disable all slots\012"
drivers/usb/host/xhci-hub.c:628 [xhci_hcd]xhci_enter_test_mode =_ "Disable all port (PP = 0)\012"
drivers/usb/host/xhci-hub.c:636 [xhci_hcd]xhci_enter_test_mode =_ "Stop controller\012"
drivers/usb/host/xhci-hub.c:645 [xhci_hcd]xhci_enter_test_mode =_ "Enter Test Mode: %d, Port_id=%"
drivers/usb/host/xhci-hub.c:542 [xhci_hcd]xhci_clear_port_change_bit =_ "clear port%d %s change, "
drivers/usb/host/xhci-hub.c:477 [xhci_hcd]xhci_disable_port =_ "Ignoring request to disable Super"
drivers/usb/host/xhci-hub.c:483 [xhci_hcd]xhci_disable_port =_ "Broken Port Enabled/Disabled, ign"
drivers/usb/host/xhci-hub.c:491 [xhci_hcd]xhci_disable_port =_ "disable port %d-%d, portsc: 0x%x\"
drivers/usb/host/xhci-dbg.c:31 [xhci_hcd]xhci_dbg_trace =_ "%pV\012"
drivers/usb/host/xhci-pci.c:303 [xhci_pci]xhci_pci_setup =_ "Got SBRN %u\012"
drivers/usb/host/xhci-pci.c:79 [xhci_pci]xhci_pci_reinit =_ "MWI active\012"
drivers/usb/host/xhci-pci.c:81 [xhci_pci]xhci_pci_reinit =_ "Finished xhci_pci_reinit\012"
drivers/usb/class/usblp.c:1146 [usblp]usblp_probe =_ "incompatible printer-class device 0x%4.4X/0"
drivers/usb/class/usblp.c:1316 [usblp]usblp_set_protocol =_ "usblp%d set protocol %d\012"
drivers/usb/class/usblp.c:1331 [usblp]usblp_cache_device_id_string =_ "usblp%d: error = %d readin"
drivers/usb/class/usblp.c:1347 [usblp]usblp_cache_device_id_string =_ "usblp%d Device ID string ["
drivers/usb/class/usblp.c:266 [usblp]usblp_ctrl_msg =_ "usblp_control_msg: rq: 0x%02x dir: %d rec"
drivers/usb/class/usblp.c:1001 [usblp]usblp_submit_read =_ "error submitting urb (%d)\012"
drivers/usb/class/usblp.c:507 [usblp]usblp_ioctl =_ "usblp_ioctl: cmd=0x%x (%c nr=%d len=%d dir=%"
drivers/usb/class/usblp.c:602 [usblp]usblp_ioctl =_ "usblp%d requested/got HP channel %ld/%d\012"
drivers/usb/class/usblp.c:623 [usblp]usblp_ioctl =_ "usblp%d is bus=%d, device=%d\012"
drivers/usb/class/usblp.c:644 [usblp]usblp_ioctl =_ "usblp%d is VID=0x%4.4X, PID=0x%4.4X\012"
drivers/usb/storage/usb.c:1064 [usb_storage]usb_stor_probe2 =_ "waiting for device to settle befo"
drivers/usb/storage/usb.c:896 [usb_storage]usb_stor_scan_dwork =_ "starting scan\012"
drivers/usb/storage/usb.c:914 [usb_storage]usb_stor_scan_dwork =_ "scan complete\012"
drivers/usb/storage/usb.c:1128 [usb_storage]storage_probe =_ "Use Bulk-Only transport with the Tr"
drivers/usb/storage/sierra_ms.c:51 [usb_storage]sierra_set_ms_mode =_ "SWIMS: %s"
drivers/usb/storage/sierra_ms.c:69 [usb_storage]sierra_get_swoc_info =_ "SWIMS: Attempting to get"
drivers/usb/storage/sierra_ms.c:87 [usb_storage]debug_swoc =_ "SWIMS: SWoC Rev: %02d\012"
drivers/usb/storage/sierra_ms.c:88 [usb_storage]debug_swoc =_ "SWIMS: Linux SKU: %04X\012"
drivers/usb/storage/sierra_ms.c:89 [usb_storage]debug_swoc =_ "SWIMS: Linux Version: %04X\012"
drivers/usb/storage/sierra_ms.c:110 [usb_storage]truinst_show =_ "SWIMS: failed SWoC query\012"
drivers/input/serio/libps2.c:97 [libps2]ps2_sendbyte =_ "%02x - %x\012"
drivers/input/serio/libps2.c:321 [libps2]__ps2_command =_ "%02x [%*ph] - %x/%08lx [%*ph]\012"
drivers/input/serio/libps2.c:370 [libps2]ps2_sliced_command =_ "%02x - %d\012"
drivers/input/serio/libps2.c:437 [libps2]ps2_handle_ack =_ "unexpected %#02x\012"
drivers/input/serio/libps2.c:47 [libps2]ps2_do_sendbyte =_ "failed to write %#02x: %d\012"
drivers/input/serio/libps2.c:77 [libps2]ps2_do_sendbyte =_ "%02x - %d (%x), attempt %d\012"
drivers/input/input.c:2167 [input_core]input_register_device =_ "%s: registering %s with devres.\"
drivers/input/input.c:1826 [input_core]devm_input_device_release =_ "%s: dropping reference to %s"
drivers/input/input.c:2043 [input_core]devm_input_device_unregister =_ "%s: unregistering device "
drivers/input/ff-core.c:105 [input_core]input_ff_upload =_ "invalid or not supported effect type "
drivers/input/ff-core.c:113 [input_core]input_ff_upload =_ "invalid or not supported wave form in"
drivers/input/ff-core.c:241 [input_core]input_ff_flush =_ "flushing now\012"
drivers/input/ff-memless.c:409 [ff_memless]ml_effect_timer =_ "timer: updating effects\012"
drivers/input/ff-memless.c:166 [ff_memless]apply_envelope =_ "value = 0x%x, attack_level = 0x%x\0"
drivers/input/ff-memless.c:183 [ff_memless]apply_envelope =_ "difference = %d\012"
drivers/input/ff-memless.c:184 [ff_memless]apply_envelope =_ "time_from_level = 0x%x\012"
drivers/input/ff-memless.c:185 [ff_memless]apply_envelope =_ "time_of_envelope = 0x%x\012"
drivers/input/ff-memless.c:189 [ff_memless]apply_envelope =_ "difference = %d\012"
drivers/input/ff-memless.c:121 [ff_memless]ml_schedule_timer =_ "calculating next timer\012"
